slice_idx,mse_hop0_D50_to_D20,mse_hop0_D50_to_D20_raw,mse_hop1_D20_to_D10,mse_hop1_D20_to_D10_raw,mse_hop2_D10_to_D4,mse_hop2_D10_to_D4_raw,mse_hop3_D4_to_NORMAL,mse_hop3_D4_to_NORMAL_raw,psnr_hop0_D50_to_D20,psnr_hop0_D50_to_D20_raw,psnr_hop1_D20_to_D10,psnr_hop1_D20_to_D10_raw,psnr_hop2_D10_to_D4,psnr_hop2_D10_to_D4_raw,psnr_hop3_D4_to_NORMAL,psnr_hop3_D4_to_NORMAL_raw
3268,0.0011545098386704922,0.0011545098386704922,0.0004039331106469035,0.0004039331106469035,0.000247257441515103,0.000247257441515103,0.00015844615700189024,0.00015844615700189024,25.80017782869826,25.80017782869826,29.784042502211154,29.784042502211154,31.805346796761302,31.805346796761302,33.92164970498891,33.92164970498891
3269,0.0011786522809416056,0.0011786522809416056,0.0005153741803951561,0.0005153741803951561,0.00032279608421958983,0.00032279608421958983,0.0001683589071035385,0.0001683589071035385,25.441741365677345,25.441741365677345,28.891795698635534,28.891795698635534,30.717459149969944,30.717459149969944,33.44786230068155,33.44786230068155
3270,0.00033018295653164387,0.00033018295653164387,0.0001295639231102541,0.0001295639231102541,8.328719559358433e-05,8.328719559358433e-05,4.987262582289986e-05,4.987262582289986e-05,30.380494132804717,30.380494132804717,34.445631944651005,34.445631944651005,36.36745895682465,36.36745895682465,38.60869872658547,38.60869872658547
3271,0.0005593426176346838,0.0005593426176346838,0.0001854413712862879,0.0001854413712862879,0.00013457941531669348,0.00013457941531669348,7.394734711851925e-05,7.394734711851925e-05,28.794850703227983,28.794850703227983,33.1018337271035,33.1018337271035,34.44896267070927,34.44896267070927,37.044842363302145,37.044842363302145
3272,0.0012617155443876982,0.0012617155443876982,0.000527901400346309,0.000527901400346309,0.0002803099050652236,0.0002803099050652236,0.00017226005729753524,0.00017226005729753524,25.106796575270245,25.106796575270245,28.573939087614853,28.573939087614853,31.26743251633929,31.26743251633929,33.23336411718384,33.23336411718384
3273,0.0021898779086768627,0.0021898779086768627,0.0008215145207941532,0.0008215145207941532,0.0004921035724692047,0.0004921035724692047,0.0003211177245248109,0.0003211177245248109,23.35368345821305,23.35368345821305,27.002630085926693,27.002630085926693,28.796582189751074,28.796582189751074,30.54889489788591,30.54889489788591
3274,0.0004997247597202659,0.0004997247597202659,0.00017815364117268473,0.00017815364117268473,0.00011127964535262436,0.00011127964535262436,7.118387293303385e-05,7.118387293303385e-05,29.154123240682654,29.154123240682654,33.35663866939585,33.35663866939585,35.47482052968394,35.47482052968394,37.33728997949772,37.33728997949772
3275,0.0017966664163395762,0.0017966664163395762,0.0006573471473529935,0.0006573471473529935,0.00041265602339990437,0.00041265602339990437,0.00028597816708497703,0.00028597816708497703,23.89818233960767,23.89818233960767,27.809556833373428,27.809556833373428,29.486654338105225,29.486654338105225,31.006890932997404,31.006890932997404
3276,5.0478232878958806e-05,5.0478232878958806e-05,2.0139263142482378e-05,2.0139263142482378e-05,1.0995201591867954e-05,1.0995201591867954e-05,6.872591256978922e-06,6.872591256978922e-06,38.56752400893858,38.56752400893858,42.57363657053182,42.57363657053182,45.25748006644932,45.25748006644932,47.41516608492009,47.41516608492009
3277,0.0013998294016346335,0.0013998294016346335,0.0005490949261002243,0.0005490949261002243,0.0003222698869649321,0.0003222698869649321,0.00019116872863378376,0.00019116872863378376,24.589479943669918,24.589479943669918,28.449193923949316,28.449193923949316,30.5674534918229,30.5674534918229,32.76216597387972,32.76216597387972
3278,0.0005055734072811902,0.0005055734072811902,0.000164456432685256,0.000164456432685256,9.68036983977072e-05,9.68036983977072e-05,5.694091669283807e-05,5.694091669283807e-05,29.318982437871515,29.318982437871515,33.62336398915174,33.62336398915174,35.76371787890575,35.76371787890575,38.05027655723599,38.05027655723599
3279,0.00013187415606807917,0.00013187415606807917,5.1124712626915425e-05,5.1124712626915425e-05,3.576886228984222e-05,3.576886228984222e-05,1.9974526367150247e-05,1.9974526367150247e-05,34.374932438275636,34.374932438275636,38.49600443245832,38.49600443245832,40.05223288409107,40.05223288409107,42.61947290338787,42.61947290338787
3280,0.0005419902154244483,0.0005419902154244483,0.00022246231674216688,0.00022246231674216688,0.00012850524217355996,0.00012850524217355996,7.730794459348544e-05,7.730794459348544e-05,28.432362251699224,28.432362251699224,32.51971686501963,32.51971686501963,34.620725539760045,34.620725539760045,36.80287668736345,36.80287668736345
3281,5.4012667533243075e-05,5.4012667533243075e-05,2.3666181732551195e-05,2.3666181732551195e-05,1.5925314073683694e-05,1.5925314073683694e-05,8.928647730499506e-06,8.928647730499506e-06,38.27981059145237,38.27981059145237,41.88107416309711,41.88107416309711,43.626832603710696,43.626832603710696,46.224610281036746,46.224610281036746
3282,0.001390564371831715,0.001390564371831715,0.0005653338739648461,0.0005653338739648461,0.00034969125408679247,0.00034969125408679247,0.0001907881669467315,0.0001907881669467315,24.782839669374297,24.782839669374297,28.56731380970716,28.56731380970716,30.338415876893944,30.338415876893944,32.91666409105642,32.91666409105642
3283,0.0008086080197244883,0.0008086080197244883,0.0002869327727239579,0.0002869327727239579,0.00018433637160342187,0.00018433637160342187,0.00011450170131865889,0.00011450170131865889,26.608002795593784,26.608002795593784,31.07789580678548,31.07789580678548,32.94919178929822,32.94919178929822,35.01484060725474,35.01484060725474
3284,0.0009185468079522252,0.0009185468079522252,0.0003978181048296392,0.0003978181048296392,0.0002114944945788011,0.0002114944945788011,0.0001443459332222119,0.0001443459332222119,26.166645956412385,26.166645956412385,29.63584376063099,29.63584376063099,32.46506596621653,32.46506596621653,34.05052513146029,34.05052513146029
3285,0.00019982730736956,0.00019982730736956,7.006200030446053e-05,7.006200030446053e-05,4.318735227570869e-05,4.318735227570869e-05,2.6391140636405908e-05,2.6391140636405908e-05,32.65348616169067,32.65348616169067,37.27296747220896,37.27296747220896,39.31390868882708,39.31390868882708,41.506114469060016,41.506114469060016
3286,0.0013597436482086778,0.0013597436482086778,0.0005216706776991487,0.0005216706776991487,0.00031057180603966117,0.00031057180603966117,0.00018740544328466058,0.00018740544328466058,24.858386345463884,24.858386345463884,28.661145545559876,28.661145545559876,30.84279372946873,30.84279372946873,32.96158741147384,32.96158741147384
3287,0.0009717541397549212,0.0009717541397549212,0.00037295473157428205,0.00037295473157428205,0.00022067448298912495,0.00022067448298912495,0.00012859808339271694,0.00012859808339271694,26.234492882895367,26.234492882895367,30.064823026718337,30.064823026718337,32.18039485586169,32.18039485586169,34.49282019922058,34.49282019922058
